gene_id,a.value,m.value,p.value,q.value,estimatedDEG,expression
CPEB3,10.010796097312635,0.5959347579546304,5.52509273968482e-5,0.0077622418148018115,1,cko-low
PCYT1A,10.728522757162715,0.5283156479976157,5.6275927858228685e-5,0.007876962465252513,1,cko-low
ZFP976,7.188231104786057,-0.8257878795404885,5.695998390868946e-5,0.007943290449731336,1,cko-high
CRELD1,8.829198696842084,0.5993034853062067,5.7448749495467394e-5,0.007981996841664353,1,cko-low
PGPEP1,11.411488781198495,0.6762511836320826,5.893925433470072e-5,0.008158383837912241,1,cko-low
GM45606,6.5667524265659525,0.9825525577428689,5.91500098324501e-5,0.008158383837912241,1,cko-low
TNFRSF21,13.380447156639072,-0.5219049875413386,6.28825992945105e-5,0.008641669791047786,1,cko-high
SLC16A7,12.354527055788278,-0.5357691267177724,6.395643673213424e-5,0.00873842605758549,1,cko-high
GSTT2,10.972096621040794,0.6116739137250118,6.404911139794615e-5,0.00873842605758549,1,cko-low
GM4208,4.099743715971073,3.883509301598134,6.480963148078003e-5,0.008810379830653376,1,cko-low
ALB,5.750413551627034,2.0507109816624904,6.576235584810436e-5,0.00887170032697978,1,cko-low
IDUA,8.025824214755264,-0.7023166843054707,6.589890500329078e-5,0.00887170032697978,1,cko-high
PLK2,7.948324266795087,-0.7058786053008559,6.596496062344724e-5,0.00887170032697978,1,cko-high
HES6,8.718111905874974,0.7208363718267936,6.630065687874055e-5,0.008885228456600579,1,cko-low
2010203P06RIK,-3.1143336433984574,5.580945631145849,6.686818164502831e-5,0.008928150999373628,1,cko-low
ASL,11.45206937738276,0.6628509880952169,6.70934293983412e-5,0.008928150999373628,1,cko-low
RPAIN,7.2459546176278735,0.7621844408721747,6.933665111781959e-5,0.00917831274947349,1,cko-low
TINAG,10.492265133253673,0.50671141311566,6.94590772213542e-5,0.00917831274947349,1,cko-low
B4GALNT3,9.995934614113565,-0.5013353602571424,6.979405620854924e-5,0.009190442411963389,1,cko-high
5031439G07RIK,10.203372126345755,0.49432364106350946,7.354537450169688e-5,0.009623221266016111,1,cko-low
ENPEP,11.236264399835342,0.5283447508411783,7.358993823768671e-5,0.009623221266016111,1,cko-low
GJB6,3.7106520004556742,2.7750045179625933,7.407857204050449e-5,0.009653715153637053,1,cko-low
INKA2,5.888176910270177,-1.177190933901704,7.505731593342631e-5,0.00974764977235755,1,cko-high
OGDHL,8.476185517287574,-0.9658160048633633,7.631094210737403e-5,0.0098765175483626,1,cko-high
NTN4,11.105992695431938,0.5503190993024667,7.685926101486574e-5,0.009913533079432785,1,cko-low
CLDN1,8.310643148841795,-0.8727167012570654,7.756528014508394e-5,0.009970568255928612,1,cko-high
MOCS2,9.745913253038076,0.5405731551127797,7.932933887702646e-5,0.010162760592679945,1,cko-low
CDKN1A,7.8425400884501375,-1.3248764601605707,8.104604087314628e-5,0.01034760802931738,1,cko-high
XYLB,12.352533839694207,0.6083535512817466,8.163377498557587e-5,0.010387554290420483,1,cko-low
TENT4A,9.644400339540018,0.5667939726759386,8.339685952723115e-5,0.010576288977359462,1,cko-low
GM38381,7.865144518565139,-0.8306430793865314,8.594732695734441e-5,0.010863282208601872,1,cko-high
GM7993,8.149341155200116,0.9689343191421891,8.933687388830407e-5,0.011254063793289292,1,cko-low
UGT1A10,7.25409397288133,-3.0897198552414196,9.01958204924163e-5,0.011324519760961452,1,cko-high
GM22442,9.239493025176857,0.7864335945522782,9.055231233598219e-5,0.01133163240993854,1,cko-low
MARCHF9,8.454178549017968,0.8541952410859519,9.120253477275758e-5,0.011346140995610947,1,cko-low
DDX58,9.579276699274661,-0.5182017781668105,9.126870402904658e-5,0.011346140995610947,1,cko-high
4930458D05RIK,4.523942767352191,1.931897889758201,9.506771294812854e-5,0.01174441606424,1,cko-low
SLC13A3,13.07779967661546,0.8727581190414213,9.509397003750634e-5,0.01174441606424,1,cko-low
GM7232,8.922209947970373,0.6763954822872531,9.72919833015175e-5,0.011976738218016121,1,cko-low
FTL2-PS,6.9911866640419404,0.8542954037823325,9.956516752626785e-5,0.012212915842828612,1,cko-low
FLRT1,11.690000088136463,0.6287164793684461,9.987837507983504e-5,0.012212915842828612,1,cko-low
VMN1R184,6.766018541304705,-0.9794421718046324,1.0018003575563267e-4,0.012212915842828612,1,cko-high
ODC1,10.280619350446697,1.1853032887776962,1.0067814364631403e-4,0.012219749461667727,1,cko-low
SLC16A1,8.541468117652194,0.7183752906773542,1.0116222850517797e-4,0.012219749461667727,1,cko-low
SLC25A10,11.975200869804935,0.509453202694953,1.0120611720739835e-4,0.012219749461667727,1,cko-low
GM7652,4.098901099217143,2.8957090839557527,1.0249232606881791e-4,0.012335636900613907,1,cko-low
NEAT1,13.620628142016294,-0.8115396759959115,1.0305269221347454e-4,0.012363705854386127,1,cko-high
RANBP3L,10.187593191252226,-0.671392201931651,1.0341670767674185e-4,0.012368114609238695,1,cko-high
GM37269,4.189129322229255,1.807646016290342,1.0472642700828755e-4,0.012485240156142595,1,cko-low
GM21049,2.692845899225733,3.8308540234515256,1.0712509455409737e-4,0.012731042683611471,1,cko-low
KRT8-PS,8.238174995456049,0.6464543599347792,1.0807504913051588e-4,0.01280367478602024,1,cko-low
GAA,11.069883820633525,0.5000775233817603,1.1477363756709234e-4,0.013517857902248335,1,cko-low
CLCF1,6.818767941321763,-0.8223981975450894,1.1507082365283464e-4,0.013517857902248335,1,cko-high
TRDN,0.6118172513560503,5.289341467804917,1.1517649884959684e-4,0.013517857902248335,1,cko-low
FCMR,3.4678020202509736,-2.7755842655141985,1.1589278973316006e-4,0.013530017619384195,1,cko-high
LRRC15,4.992331170604292,-2.1432061231331523,1.1599612904002115e-4,0.013530017619384195,1,cko-high
ARHGEF7,11.186954086283858,-0.4741730001666671,1.1726487712525675e-4,0.013599312828485267,1,cko-high
UGT2A3,1.9351027099175668,3.735269571862307,1.1730990638458395e-4,0.013599312828485267,1,cko-low
4930594M22RIK,6.287070209618982,-1.1608165199995062,1.1968329574892214e-4,0.013832021752120078,1,cko-high
PSAT1,8.37140469493507,0.8034700560539392,1.2043587706896912e-4,0.013876563006678297,1,cko-low
4930477O15RIK,6.245252117381369,-1.0861857902453567,1.2437056633771376e-4,0.014286360009224553,1,cko-high
5930430L01RIK,8.223410218088695,-0.6267116760042715,1.262617734489224e-4,0.01445965133994447,1,cko-high
GM44981,7.637017641817261,-0.7395421994381879,1.2805418301858984e-4,0.014609061711925289,1,cko-high
SLC35F1,7.254558857317241,-1.149503275480587,1.2847351355156034e-4,0.014609061711925289,1,cko-high
NQO1,8.620289238747993,0.806904026282842,1.2908796294117366e-4,0.014609061711925289,1,cko-low
ACAA1A,10.410215839842333,0.5735224244867201,1.2918632797936285e-4,0.014609061711925289,1,cko-low
GM5049,4.183083274073873,1.7916508286430632,1.2949925046292792e-4,0.014609061711925289,1,cko-low
RILPL2,8.572440537546388,0.7077852609945712,1.3119529419761844e-4,0.014741611393435657,1,cko-low
SLC6A6,13.493256968900397,-0.6020287036517065,1.3145435646665476e-4,0.014741611393435657,1,cko-high
TNRC18,12.33510606783899,0.4928625875967594,1.3574113462500766e-4,0.015177304614639911,1,cko-low
GM13131,7.934739017854035,-0.757771818991336,1.385088719630947e-4,0.015441083449053908,1,cko-high
HRNR,4.886291973031973,1.6676024116908943,1.4094131097218155e-4,0.015666041247825543,1,cko-low
FLG,4.546570160920989,2.178249615375812,1.4324616788186052e-4,0.015875540107305786,1,cko-low
TMEM252,10.455455125951229,1.1128496168004212,1.452422763188695e-4,0.016049696218253556,1,cko-low
EXOC4,10.61383366618218,-0.5475386939533031,1.464578432035857e-4,0.016136836181778164,1,cko-high
PRXL2B,6.225179671758582,1.4195818692897513,1.4719122072966826e-4,0.016170495970394255,1,cko-low
REEP6,9.990028416513987,1.2062744612362533,1.506727715163765e-4,0.016501880514117443,1,cko-low
PBLD1,10.909153138834263,0.6817650730253462,1.5108093400414467e-4,0.016501880514117443,1,cko-low
CFAP65,6.572021790158836,-1.0335262651415578,1.5276128335674105e-4,0.016637332624259243,1,cko-high
ZFP697,9.934537376269468,0.6104368060373986,1.5564349494931627e-4,0.016902525750357934,1,cko-low
ETFB,9.287239076573476,0.7068699010147057,1.5619993612823256e-4,0.016914349530539156,1,cko-low
LGALS3BP,10.501750067152013,-0.6174905528329724,1.5751979821861806e-4,0.017008537755080037,1,cko-high
PTH1R,12.890336727361836,0.49050222633339047,1.609385377163688e-4,0.01732817440848151,1,cko-low
AQP11,9.46185387683887,0.6050108164367476,1.6293318027249434e-4,0.01749309871834689,1,cko-low
GM8355,9.772718020999106,0.5614752533840068,1.654651656442225e-4,0.017714616260698177,1,cko-low
IFIT1,7.7227919718912235,-0.7143205374099626,1.6659893430111893e-4,0.01778561278279064,1,cko-high
CAR9,5.742037801351993,1.1410940496468323,1.6942714175333478e-4,0.018036593073639515,1,cko-low
CYP4B1-PS1,2.424466720786952,4.254476150880699,1.759682308068004e-4,0.01866856870830588,1,cko-low
ARHGEF2,10.422152639424976,0.5506556732888424,1.763515831092612e-4,0.01866856870830588,1,cko-low
JAM3,8.306697048060501,-0.5920931509516194,1.7685857732067917e-4,0.01866994232989695,1,cko-high
CYP24A1,8.775016556769373,3.019752567878558,1.785161365859097e-4,0.01879242850655905,1,cko-low
PCBD1,10.754412120305233,0.5036930634313261,1.8412388085812042e-4,0.019328915848305796,1,cko-low
SHISAL1,4.1362632741841,1.8494372592193962,1.8515296763909006e-4,0.019383105133009674,1,cko-low
EHHADH,13.275671505896725,0.6461639970092179,1.8605559465641907e-4,0.019423792909545275,1,cko-low
ACOX2,11.009527350404543,-0.6323799883912411,1.8712626070286505e-4,0.019481751086729136,1,cko-high
EGFR,10.930309243898149,0.48020447130135935,1.8829537296009588e-4,0.01954919845408534,1,cko-low
SNX25,9.051144853830426,0.5895606703305933,1.888086747391286e-4,0.01954919845408534,1,cko-low
ALDH2,13.012661288917784,0.6245829735614077,1.9157228461185976e-4,0.01978114694003116,1,cko-low
UBXN10,6.446730362497673,0.9278515730967447,1.9405729253717892e-4,0.01998314223314732,1,cko-low
TTC7B,9.869671281133353,0.5127567245023616,1.9524405328126285e-4,0.019983874929458,1,cko-low
CLIP2,9.723255952537585,0.5464533758758829,1.9528117008150406e-4,0.019983874929458,1,cko-low
PAMR1,7.73288080065606,-0.6170770126804461,1.9565076534450306e-4,0.019983874929458,1,cko-high
STEAP2,12.02311908158746,-0.4782551694235071,1.9729523672390052e-4,0.020097524491292852,1,cko-high
GM42397,8.58674616090073,-0.9814825733908226,1.981467200901615e-4,0.020130002273245656,1,cko-high
CASTOR1,6.389384696477352,0.8203480458705856,1.9941013627872644e-4,0.020204042547575414,1,cko-low
SLC28A1,8.262672372116205,-0.6066925261152294,2.0220411316750384e-4,0.02043234717867996,1,cko-high
FCGR2B,8.8506306333176,0.643826201205643,2.0293877855566064e-4,0.020451899517801405,1,cko-low
KCNB1,8.715536654074302,-0.5630384819052843,2.0522713437986576e-4,0.02062751027256353,1,cko-high
GM28023,5.778286400017773,-1.4890238665078561,2.1069595378910653e-4,0.0211210118981377,1,cko-high
GM45244,4.843951313232081,-1.5563050236414657,2.1369465489316848e-4,0.02136494285111805,1,cko-high
WHRN,9.162594597925068,0.5358898556934424,2.1503787107922916e-4,0.021380495020857343,1,cko-low
ADAP2OS,5.998106115777565,1.1520403413646827,2.1531291597820984e-4,0.021380495020857343,1,cko-low
AGXT2,9.897613285384352,0.7192664303615786,2.1562128908132533e-4,0.021380495020857343,1,cko-low
GM37795,5.734858253833918,-1.186031359681711,2.1611317469219692e-4,0.021380495020857343,1,cko-high
AC109619.1,8.797998965998737,0.7088583659777896,2.1848056861347196e-4,0.021558270624126193,1,cko-low
VMN1R20,7.082637753796044,-1.5152551142711017,2.2583564163890577e-4,0.022225991064628976,1,cko-high
RENBP,9.293179884816524,0.5875067066788606,2.3333264483834393e-4,0.022904174840858944,1,cko-low
TCF24,7.657039773459503,0.7575625844587481,2.3764383958917347e-4,0.023258910718791687,1,cko-low
STC2,7.635266136309387,-0.8915117053049162,2.3817735097831242e-4,0.023258910718791687,1,cko-high
GM35570,3.6894415639648583,2.919241903302341,2.402818251508175e-4,0.023403945196133234,1,cko-low
VASN,9.504147894536203,0.6695643000988571,2.4181764795862297e-4,0.023435128804295522,1,cko-low
VMN1R19,6.826502682352497,-1.320364543071939,2.4184219500622496e-4,0.023435128804295522,1,cko-high
GM37824,7.915242713565498,-0.6519441063552396,2.4285387932654296e-4,0.023472976489792102,1,cko-high
LPAR6,7.820240067553789,-0.640567446400949,2.4455710388165703e-4,0.023562678079377095,1,cko-high
FAM78A,6.425377533127754,1.1673460928634416,2.4502890784280267e-4,0.023562678079377095,1,cko-low
SNTB2,10.049474790376149,0.4501988936610175,2.4793065634118864e-4,0.023781206508746704,1,cko-low
NECTIN3,10.8015187317442,0.48327329032564315,2.4906779559061076e-4,0.023803742040597993,1,cko-low
NDUFC2,10.053121782249592,0.5438298862573063,2.494253240917868e-4,0.023803742040597993,1,cko-low
TFRC,10.18409996542834,-1.1013710281966276,2.533678448810086e-4,0.02411908713789188,1,cko-high
CMAH,10.464723881770116,-0.4738421385896725,2.573110041634397e-4,0.024432908214433953,1,cko-high
PECR,10.857431969863228,0.9493937333451807,2.587519513257677e-4,0.024508154748128855,1,cko-low
SMAP2,9.097652851465936,0.5228901302047966,2.6210694833450604e-4,0.02476386447864413,1,cko-low
LIMA1,11.205008977516611,0.4326007308116786,2.650107879614144e-4,0.02497577979710168,1,cko-low
CLCN6,9.025407988502785,0.6420009814753822,2.7333947807585917e-4,0.025648403601639117,1,cko-low
MCHR1,4.152610922101038,2.220052310824937,2.7350515059961275e-4,0.025648403601639117,1,cko-low
GM49643,6.626000942561652,0.8410992831987318,2.766164054147148e-4,0.025875958399586393,1,cko-low
CES2G,6.201779497337031,1.1391069420511322,2.77712130943473e-4,0.02591431321633514,1,cko-low
GM5425,7.293144312447117,0.8552495306356782,2.8099191696605893e-4,0.026155779620643593,1,cko-low
F13B,11.023815765842375,-0.46887238820572996,2.8291605121375614e-4,0.026237806232910225,1,cko-high
GM19541,6.249471349180526,1.0162992937659983,2.832616676287937e-4,0.026237806232910225,1,cko-low
D130043K22RIK,6.2209489322199865,-0.9724952734699572,2.8438957634176654e-4,0.026277874985594234,1,cko-high
C430002N11RIK,5.316298714602922,-1.4095202396070476,2.8792788055350077e-4,0.026539927955799757,1,cko-high
PCK1,15.381709242742106,0.6794447369772243,2.8975857198703736e-4,0.02662880846949135,1,cko-low
BCAR1,10.834304814397989,0.4731520617790803,2.9030136244259197e-4,0.02662880846949135,1,cko-low
SFRP5,4.789236579337258,-1.616982284955876,2.921687488592965e-4,0.026630607552194034,1,cko-high
GM16170,8.424510581513466,-0.6088214727678025,2.923233235008838e-4,0.026630607552194034,1,cko-high
GAS6,12.824113863022518,0.5375999472843027,2.924349633298191e-4,0.026630607552194034,1,cko-low
PYROXD2,10.604814490005595,0.4985461743465276,2.982553833128773e-4,0.02705054442613632,1,cko-low
GM48114,7.6723414572386925,-0.9811091813297912,2.9847790605680685e-4,0.02705054442613632,1,cko-high
GM43158,7.174339732667301,-0.9562981278453409,2.9941428930225285e-4,0.02707049000313574,1,cko-high
CYBA,11.272537518461776,0.6019346111717674,3.0203460602435783e-4,0.027242223940029904,1,cko-low
ELOVL2,10.632616462651129,-0.5594221935801702,3.04590543681524e-4,0.027407347206695604,1,cko-high
PKLR,9.683640624351217,-0.7970234999901997,3.1227777856202753e-4,0.028032308331154734,1,cko-high
ZFP738,8.605705290792194,-0.5334329586224769,3.244173652882565e-4,0.029021833388141426,1,cko-high
VEGFA,11.867655313902215,0.49147530542444606,3.24836884080859e-4,0.029021833388141426,1,cko-low
EZR,12.696747360739067,0.511987911937938,3.2921686350870775e-4,0.029343782324813876,1,cko-low
LONRF1,8.57400276839229,0.7787914683115726,3.336297358896891e-4,0.029667141126454424,1,cko-low
GUCY2F,3.5888341748743753,-2.049310410937859,3.366804711806035e-4,0.02986814170623795,1,cko-high
FTL1-PS1,10.985510488934857,0.5834195340042161,3.389071377293648e-4,0.02999526592287624,1,cko-low
NPNT,12.220701537678941,-0.6250932572718799,3.461584682980456e-4,0.0304981922223818,1,cko-high
OAS2,6.162002215935417,-1.061183053073261,3.462035474016139e-4,0.0304981922223818,1,cko-high
CHSY1,8.532370817951612,0.6081956721462696,3.511321129869867e-4,0.030860429800009772,1,cko-low
TSTD1,6.392777983195433,0.9079743416025599,3.5348355088741596e-4,0.03099501242491235,1,cko-low
IFRD2,9.09764005182465,0.5173120795287502,3.5606927861473023e-4,0.031149468003258993,1,cko-low
4930579D07RIK,2.135066757266135,-3.0741680218355985,3.6000635120993555e-4,0.03138607691523561,1,cko-high
GREB1L,9.236726725669316,-0.6008178364462147,3.6043494340633615e-4,0.03138607691523561,1,cko-high
A930033H14RIK,6.185771591845024,0.8731095399630773,3.6428385773429605e-4,0.03154830064952388,1,cko-low
SLC8A1,13.458311497251554,-0.5516200258476491,3.645616423103629e-4,0.03154830064952388,1,cko-high
PEBP1,9.795104016410392,0.470983678948782,3.648022698942087e-4,0.03154830064952388,1,cko-low
GM31718,5.793908181238674,1.4228082938887345,3.663989460441553e-4,0.03161403874178246,1,cko-low
TIMP3,14.262626401761072,0.4696069476021787,3.72365415383778e-4,0.03205340209182374,1,cko-low
MKNK2,11.943829221865528,0.5745947031268237,3.731873655906659e-4,0.03205340209182374,1,cko-low
RPTN,4.59410634504837,1.4311654651277217,3.8222036878106386e-4,0.03275481219268473,1,cko-low
TST,9.847574518110472,0.6647211874184684,3.876052397309568e-4,0.03314112493192832,1,cko-low
SLC9A3R1,11.867881080408006,0.46557564538023044,3.89048876424976e-4,0.03318946983713927,1,cko-low
UGT1A9,3.265216406693117,-3.2170954983062376,3.905652550736729e-4,0.03320291378632872,1,cko-high
RPS7-PS2,6.1228835077576935,1.1098598946328666,3.9096360697809797e-4,0.03320291378632872,1,cko-low
ANKRD6,7.309931423278515,-0.8203509468876495,3.9498163698231816e-4,0.03346893727541652,1,cko-high
ARL6IP1,11.960174047832304,0.631433469748119,3.973514052808175e-4,0.03359441679725426,1,cko-low
CLEC18A,4.630215825336972,-1.9078110124561447,3.9859248183546494e-4,0.03362412293197744,1,cko-high
GM9115,7.950806744864035,0.9882860365381818,4.0066863589268694e-4,0.03370742457268612,1,cko-low
MSMO1,8.526128663915888,-0.6347903541903879,4.0136380868196326e-4,0.03370742457268612,1,cko-high
NCEH1,12.962279869159048,-0.5392800682799876,4.0653975810907365e-4,0.03406640917618207,1,cko-high
RNF212B,3.8564638871777284,2.270310717898376,4.087355763863627e-4,0.034174634740693405,1,cko-low
4930533I22RIK,7.49137094256478,-1.4054861568319348,4.10029202233869e-4,0.03420711613868074,1,cko-high
PPP2R3A,11.321303787911557,0.4221856249812088,4.1444949671307107e-4,0.03444117081497057,1,cko-low
DUOX1,3.0348389776894327,2.229040439369469,4.146574068800701e-4,0.03444117081497057,1,cko-low
FKBP5,10.73153322118467,0.7772951045121808,4.17274272009334e-4,0.03458252036793147,1,cko-low
GM45280,2.2108183509185455,-2.9904819119375814,4.236575574622161e-4,0.034973147892174254,1,cko-high
MYLIP,10.160435354751382,-0.5465206728479259,4.2383842439182393e-4,0.034973147892174254,1,cko-high
SLC25A42,11.049641530579855,0.5961789764546683,4.2489606698801357e-4,0.0349840352148388,1,cko-low
CTNNBIP1,7.700670223410412,0.6620778194411496,4.2620360514613643e-4,0.035015405751484326,1,cko-low
SERTAD4,5.934171467061105,-1.0159386421365175,4.292701615811793e-4,0.03516675898600133,1,cko-high
SEMA3C,10.356504973402146,-0.75562624963412794,4.299069287556258e-4,0.03516675898600133,1,cko-high
PALLD,10.901269235000319,0.8913695081011781,4.3131792187266893e-4,0.035205976033287054,1,cko-low
BDNF,6.475174271981668,1.1813966979729607,4.3342987227411073e-4,0.03530211580384309,1,cko-low
